1,34
2,25
3,31
4,33
5,32
6,33
7,34
8,30
9,27
10,26
11,27
12,30
13,29
14,32
15,29
16,26
17,28
18,26
19,30
20,31
21,38
22,35
23,26
24,23
25,25
26,28
27,30
,36
,29
,27
,24
,24
,25
,29
,29
,25
,20
,18
,22
,21
,27
,26
,23
